deviceTime_UTC,deviceTime_local,deviceTime_unix,cpm,cpmError
2020-08-28 00:35:14+0000,2020-08-27 17:35:14-0700,1598574914.43,1.6916666666666667,0.08395600699837452
2020-08-27 20:35:14+0000,2020-08-27 13:35:14-0700,1598560514.43,1.7666666666666666,0.08579691784155834
2020-08-27 16:35:14+0000,2020-08-27 09:35:14-0700,1598546114.43,1.6125,0.08196798155377501
2020-08-27 12:35:14+0000,2020-08-27 05:35:14-0700,1598531714.43,1.554166666666667,0.08047169964928319
2020-08-27 08:35:14+0000,2020-08-27 01:35:14-0700,1598517314.43,1.6791666666666667,0.08364524958285305
2020-08-27 04:30:15+0000,2020-08-26 21:30:15-0700,1598502615.58,1.5916666666666666,0.0814367511903836
2020-08-27 00:30:15+0000,2020-08-26 17:30:15-0700,1598488215.58,1.4708333333333337,0.07828455928356641
2020-08-26 20:30:15+0000,2020-08-26 13:30:15-0700,1598473815.58,1.5833333333333333,0.08122328620674137
2020-08-26 16:30:15+0000,2020-08-26 09:30:15-0700,1598459415.58,1.6791666666666667,0.08364524958285305
2020-08-26 12:30:15+0000,2020-08-26 05:30:15-0700,1598445015.58,1.6083333333333334,0.08186201126828542
2020-08-26 08:35:15+0000,2020-08-26 01:35:15-0700,1598430915.58,1.6595744680851061,0.08403581982183617
2020-08-26 04:30:15+0000,2020-08-25 21:30:15-0700,1598416215.56,1.6583333333333334,0.08312473893025002
2020-08-26 00:30:15+0000,2020-08-25 17:30:15-0700,1598401815.56,1.6583333333333337,0.08312473893025002
2020-08-25 20:30:20+0000,2020-08-25 13:30:20-0700,1598387415.56,1.5166666666666666,0.07949493345141213
2020-08-25 16:30:15+0000,2020-08-25 09:30:15-0700,1598373015.56,1.6375,0.08260094833999587
2020-08-25 12:30:15+0000,2020-08-25 05:30:15-0700,1598358615.56,1.5666666666666667,0.08079466429027216
2020-08-25 08:35:15+0000,2020-08-25 01:35:15-0700,1598344515.56,1.638297872340426,0.08349539093765355
2020-08-25 04:30:15+0000,2020-08-24 21:30:15-0700,1598329815.44,1.5583333333333333,0.08057949835755715
2020-08-25 00:30:15+0000,2020-08-24 17:30:15-0700,1598315415.44,1.7125,0.08447139555297206
2020-08-24 20:30:15+0000,2020-08-24 13:30:15-0700,1598301015.44,1.6333333333333333,0.08249579113843054
2020-08-24 16:30:15+0000,2020-08-24 09:30:15-0700,1598286615.44,1.5916666666666666,0.0814367511903836
2020-08-24 12:30:15+0000,2020-08-24 05:30:15-0700,1598272215.44,1.6375,0.08260094833999587
2020-08-24 08:35:15+0000,2020-08-24 01:35:15-0700,1598258115.44,1.7130434782608697,0.08630188365773568
2020-08-24 04:35:14+0000,2020-08-23 21:35:14-0700,1598243714.63,1.5375000000000003,0.08003905296791063
2020-08-24 00:35:14+0000,2020-08-23 17:35:14-0700,1598229314.63,1.5958333333333334,0.08154327412825385
2020-08-23 20:35:19+0000,2020-08-23 13:35:19-0700,1598214914.63,1.6333333333333333,0.08249579113843054
2020-08-23 16:35:14+0000,2020-08-23 09:35:14-0700,1598200514.63,1.7208333333333334,0.0846766726370899
2020-08-23 12:35:14+0000,2020-08-23 05:35:14-0700,1598186114.63,1.55,0.08036375634160796
